,runr_id,2018_beg_pace,2018_end_pace,school_id,team_size,gender,pace,num_races,rank,pct_rank,pr_time,race_diff,pr_flag,goal_set,log_entries_sept,log_entries_nov,log_entries_all,max_effort_log_entries_sept,max_effort_log_entries_nov,max_effort_log_entries_all,sum_effort_log_entries_nov,2018_improvement
3425,147554,7.746031746031746,7.746031746031746,10,194,1,7.75,1,113.0,0.86,82400,-15200.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3426,147555,10.422251461988303,9.666184508299999,904,175,0,9.95,8,205.8,0.94,121330,8072.75,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
3427,147557,7.246515151515151,7.332668458781362,1034,135,0,7.29,4,56.5,0.43,87189,387.25,1,0,12.0,31.0,64.0,0.0,0.0,0.0,93.0,-0.09
3428,147560,6.483664021164021,6.418699176408307,10,194,1,6.55,8,141.9,0.46,78930,1471.25,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
3429,147567,7.746666666666667,7.780225988700565,1175,71,0,7.76,2,45.5,0.38,125020,-13495.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03
3430,147568,7.060486857825567,7.242733835530447,1175,71,0,7.13,7,31.0,0.22,84670,-47.14,3,0,29.0,144.0,257.0,10.0,40.0,73.0,467.0,-0.18
3431,147571,6.200550682261209,5.915089605734767,904,175,0,6.02,9,4.3,0.03,69600,2653.33,4,0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.29
3432,147572,7.564956140350877,7.464229390681004,904,175,1,7.41,8,208.4,0.71,91800,3407.38,5,0,0.0,0.0,76.0,0.0,0.0,42.0,0.0,0.1
3433,147573,5.3521957671957665,5.471076133433943,834,364,1,5.36,9,24.9,0.1,69940,4241.11,5,0,5.0,14.0,103.0,2.0,4.0,28.0,38.0,-0.12
3434,147578,7.07274074074074,6.465,1132,145,1,6.7,9,55.7,0.3,71480,-1248.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61
3435,147585,6.918641666666666,6.515467741935485,1164,114,1,6.68,10,91.7,0.52,75352,1285.1,3,10,22.0,53.0,53.0,3.0,16.0,16.0,153.0,0.4
3436,147588,8.207569444444445,8.729798683701123,1014,153,0,8.4,6,82.8,0.75,95075,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52
3437,147591,7.426338888888889,6.87825,1164,114,1,7.16,9,130.4,0.68,77600,5104.33,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
3438,147598,8.581342434584755,8.159139784946236,832,80,0,8.45,3,79.7,0.71,150860,246.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
3439,147600,9.129041471048513,8.729410424640058,832,80,0,8.91,5,83.0,0.8,104760,3526.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
3440,147601,7.37085,7.377916666666667,974,129,0,7.37,4,66.5,0.36,82500,0.0,0,3,2.0,3.0,12.0,1.0,2.0,9.0,12.0,-0.01
3441,147602,6.8688666666666665,6.987222222222222,1164,114,1,6.97,8,93.4,0.66,76857,4.88,2,0,1.0,2.0,2.0,0.0,0.0,0.0,6.0,-0.12
3442,147605,6.547502645502646,6.353587301587301,899,140,1,6.49,7,61.0,0.39,73302,-2257.43,0,0,0.0,31.0,32.0,0.0,23.0,23.0,121.0,0.19
3443,147607,6.970841158059468,7.039953526517223,832,80,1,7.04,5,116.0,0.62,88310,6518.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07
3444,147608,5.6748775388291515,5.559416297106292,986,213,1,5.6,7,42.1,0.21,77845,1988.14,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
3445,147609,6.114444444444445,5.968284348864994,1012,138,1,6.09,9,35.2,0.26,68990,3575.78,4,1,2.0,5.0,5.0,0.0,2.0,2.0,17.0,0.15
3446,147611,7.818104938271605,7.427001424501424,1072,204,1,7.5,8,171.9,0.71,74760,-6113.38,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39
3447,147612,6.946587096774193,7.013296783625731,974,129,0,6.97,6,29.8,0.4,99696,0.0,0,2,2.0,6.0,15.0,0.0,1.0,4.0,18.0,-0.07
3448,147613,5.641290018832392,5.6239753866769995,1140,167,1,5.63,7,29.7,0.22,98940,2197.43,6,0,22.0,40.0,80.0,0.0,0.0,26.0,120.0,0.02
3449,147615,6.86888306451613,6.61875,1164,114,1,6.81,5,68.6,0.57,78300,0.0,0,0,4.0,13.0,17.0,1.0,3.0,3.0,39.0,0.25
3450,147626,7.58452380952381,7.7047820823244555,10,194,1,7.8,6,258.7,0.92,91520,-3046.67,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12
3451,147634,8.449305555555554,9.08786111111111,1073,167,0,8.73,6,175.7,0.86,95790,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.64
3452,147635,11.656666666666666,11.656666666666666,834,364,0,11.66,1,87.0,0.97,131600,-8280.0,0,0,21.0,35.0,109.0,0.0,0.0,5.0,105.0,0.0
3453,147637,7.189444444444445,7.223145071982281,1026,299,1,7.23,3,215.3,0.8,122930,-5220.0,1,3,22.0,74.0,123.0,0.0,1.0,6.0,223.0,-0.03
3454,147639,7.890680555555555,7.11725,1132,145,0,7.38,10,31.7,0.48,96321,-643.7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
3455,147641,6.300458333333333,5.576384856630824,1132,145,1,5.89,10,23.5,0.25,83765,6318.6,6,5,0.0,2.0,3.0,0.0,0.0,1.0,6.0,0.72
3456,147642,7.716833333333333,6.94975925925926,1132,145,0,7.22,9,25.8,0.29,98766,-689.33,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
3457,147644,5.7980256869773,5.559851851851852,1132,145,1,5.58,8,12.4,0.16,84367,4924.0,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
3458,147645,7.500703703703704,6.666833333333333,1132,145,1,6.99,9,78.1,0.46,77560,4077.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83
3459,147649,7.257666666666666,6.700277777777778,1132,145,1,6.95,7,44.7,0.49,74820,-1474.71,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
3460,147650,7.8202592592592595,6.882833333333333,1132,145,1,7.41,8,74.2,0.63,80235,4248.12,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94
3461,147651,7.105,6.88,1132,145,1,6.91,9,62.9,0.43,78835,4635.67,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
3462,147663,6.8468906810035834,6.783548387096775,986,213,0,6.85,7,46.7,0.28,95649,2271.14,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
3463,147667,9.814583333333333,9.631805555555555,1072,204,0,9.89,5,129.4,0.89,107390,-10144.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
3464,147670,6.10375,6.037520551212888,895,155,1,6.04,6,78.0,0.3,73660,1225.0,1,1,23.0,153.0,291.0,0.0,0.0,0.0,459.0,0.07
3465,147676,5.39457264957265,5.131066308243728,896,225,1,5.26,4,14.8,0.14,62000,1952.5,2,1,19.0,142.0,312.0,3.0,23.0,76.0,389.0,0.26
3466,147677,6.494166666666667,6.445047363031234,895,155,1,6.5,5,78.4,0.31,86450,7579.0,4,1,20.0,58.0,118.0,1.0,6.0,24.0,182.0,0.05
3467,147679,7.016666666666667,7.016666666666667,1116,170,1,7.02,1,68.0,0.73,126400,100.0,1,0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0
3468,147681,6.883333333333333,7.627387678235136,10,194,0,7.4,5,58.2,0.34,85590,-2674.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.74
3469,147683,6.95,6.39594982078853,986,213,1,6.64,6,131.0,0.42,80280,3818.17,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55
3470,147685,7.388554381846635,6.749905273937532,1068,169,1,7.09,5,241.2,0.7,82720,-598.0,0,1,18.0,68.0,151.0,4.0,16.0,61.0,213.0,0.64
3471,147688,5.575564516129033,5.438826164874552,986,213,1,5.53,5,47.4,0.19,68620,1333.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
3472,147693,10.14475,8.875833333333333,1132,145,0,9.51,2,112.0,0.93,108700,-1294.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27
3473,147694,6.133333333333334,6.377222222222223,896,225,1,6.15,3,34.7,0.35,76700,4906.67,2,0,21.0,52.0,161.0,4.0,8.0,13.0,158.0,-0.24
3474,147695,6.4458597883597895,5.94511387163561,834,364,1,6.14,8,53.2,0.27,68130,1235.0,3,0,24.0,94.0,224.0,15.0,40.0,126.0,313.0,0.5
3475,147697,7.369400000000001,7.2583172043010755,1014,153,0,7.17,6,137.5,0.41,79090,956.33,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
3476,147700,7.71,7.187478632478633,896,225,1,7.43,6,159.5,0.78,86920,-225.0,3,0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.52
3477,147701,6.866697605595911,6.345716845878137,895,155,1,6.61,4,75.2,0.39,95700,3145.5,2,1,7.0,51.0,95.0,1.0,14.0,29.0,166.0,0.52
3478,147702,6.41925925925926,6.386412547946929,834,364,0,6.4,9,16.9,0.1,87200,3188.89,5,0,28.0,53.0,178.0,0.0,0.0,7.0,159.0,0.03
3479,147703,8.000133333333332,7.756946016771488,1117,136,1,7.88,4,24.0,0.92,106000,3200.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
3480,147705,6.92625,6.893835125448029,986,213,1,6.97,6,171.7,0.58,91880,7425.5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
3481,147710,7.380970575318401,7.627372013651877,915,191,0,7.63,6,54.8,0.57,72800,-128.83,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25
3482,147712,8.173889201877934,7.861388888888889,1117,136,0,8.05,6,25.8,0.47,104040,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31
3483,147716,7.466666666666667,7.835552995391705,895,155,1,7.53,5,175.8,0.72,86680,546.0,1,3,30.0,121.0,167.0,2.0,11.0,30.0,374.0,-0.37
3484,147717,6.890416666666667,6.482894265232975,986,213,1,6.66,6,132.7,0.43,86320,5767.67,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41
3485,147719,6.344444444444444,6.5744444444444445,1116,170,1,6.57,3,146.7,0.56,118340,1563.0,1,0,19.0,60.0,167.0,0.0,0.0,13.0,180.0,-0.23
3486,147725,7.133189134808853,6.6804907407407415,899,140,1,6.91,8,110.6,0.59,80566,1587.12,3,0,12.0,76.0,109.0,0.0,0.0,0.0,228.0,0.45
3487,147726,7.14247311827957,7.258521505376344,915,191,1,7.2,4,61.0,0.74,123700,-7878.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12
3488,147727,6.142361111111111,6.079028071220904,834,364,1,6.01,8,68.2,0.24,68659,1618.75,4,0,24.0,50.0,112.0,11.0,23.0,47.0,172.0,0.06
3489,147730,8.477853107344632,8.845197740112994,832,80,0,8.44,3,16.7,0.64,144230,-5642.67,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37
3490,147731,5.8124728645929595,6.134139784946236,915,191,1,6.06,7,12.0,0.35,86383,6684.29,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32
3491,147732,8.767275132275133,7.862604831424658,834,364,0,8.2,8,67.6,0.65,91950,-3804.0,0,0,20.0,47.0,125.0,2.0,3.0,33.0,144.0,0.9
3492,147736,8.195416666666667,7.390726495726495,896,225,1,7.52,6,159.0,0.83,84280,-3976.67,1,0,0.0,4.0,49.0,0.0,1.0,22.0,12.0,0.8
3493,147737,6.918333333333333,6.5606837606837605,896,225,1,6.74,2,97.5,0.53,81690,3405.0,1,0,0.0,0.0,30.0,0.0,0.0,9.0,0.0,0.36
3494,147741,7.039603174603175,7.008830742004804,834,364,0,6.92,8,23.6,0.11,78220,1543.38,4,0,30.0,145.0,362.0,11.0,41.0,109.0,467.0,0.03
3495,147746,7.6530555555555555,8.107728479332575,1153,122,1,7.88,4,139.8,0.91,134640,157.5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45
3496,147751,8.081444444444443,7.232724014336917,1132,145,0,7.56,10,35.9,0.54,94198,246.2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85
3497,147756,5.508166069295101,5.612891278375149,895,155,1,5.57,8,78.9,0.36,96140,613.0,1,0,18.0,123.0,249.0,1.0,3.0,25.0,372.0,-0.1
3498,147758,5.725459976105138,5.6641696535244925,895,155,1,5.71,8,101.5,0.46,100650,1146.12,2,0,30.0,152.0,283.0,0.0,0.0,19.0,454.0,0.06
3499,147759,7.4,7.4,1228,108,1,7.4,1,100.0,0.85,88800,0.0,0,0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0
3500,147763,6.430812211981567,6.173876651549003,1181,157,1,6.32,11,127.9,0.59,79110,4594.0,3,0,40.0,179.0,452.0,11.0,43.0,102.0,565.0,0.26
3501,147769,7.636268253968254,7.015422083242298,1181,157,1,7.39,10,190.1,0.81,81802,-2308.9,1,0,24.0,66.0,125.0,1.0,1.0,1.0,199.0,0.62
3502,147776,7.1619973544973545,7.050662402118303,834,364,1,7.02,9,155.0,0.75,81149,1723.44,5,0,18.0,28.0,79.0,0.0,1.0,20.0,85.0,0.11
3503,147778,6.805934053884712,6.2341693908611155,1181,157,1,6.48,10,124.5,0.61,74447,61.6,2,0,20.0,57.0,112.0,8.0,21.0,45.0,188.0,0.57
3504,147783,7.276064682539682,6.489625846624427,1181,157,1,6.93,10,147.1,0.67,76050,6953.9,6,0,23.0,105.0,331.0,0.0,2.0,37.0,303.0,0.79
3505,147787,6.3577168458781355,6.908808851224105,910,301,1,6.63,4,149.5,0.43,110552,-2467.5,2,0,30.0,151.0,228.0,0.0,0.0,58.0,453.0,-0.55
3506,147788,6.918783154121863,7.161972693032015,910,301,1,7.04,4,212.5,0.63,122002,880.0,2,0,30.0,151.0,229.0,0.0,5.0,10.0,458.0,-0.24
3507,147791,5.888082437275985,6.2072787193973635,910,301,1,6.05,4,71.0,0.2,84400,1855.0,1,0,30.0,148.0,290.0,0.0,0.0,3.0,444.0,-0.32
3508,147792,5.598333333333333,5.889318996415771,910,301,1,5.74,4,92.5,0.18,81000,-195.0,1,0,30.0,151.0,322.0,8.0,38.0,90.0,466.0,-0.29
3509,147793,7.673972222222222,7.984317325800377,910,301,0,7.92,5,57.0,0.45,108300,204.0,2,0,30.0,152.0,327.0,6.0,10.0,10.0,466.0,-0.31
3510,147795,6.330027777777778,6.97084274952919,910,301,1,6.69,5,171.2,0.49,90600,7738.0,3,4,30.0,162.0,424.0,9.0,37.0,118.0,524.0,-0.64
3511,147797,6.254861111111111,6.423163082437275,910,301,0,6.4,6,34.2,0.1,90500,1561.67,3,0,30.0,194.0,315.0,2.0,48.0,97.0,615.0,-0.17
3512,147799,7.827194444444444,8.099143126177024,910,301,0,7.99,5,59.6,0.48,112500,4656.0,3,0,30.0,158.0,305.0,0.0,0.0,0.0,474.0,-0.27
3513,147800,6.978277777777778,7.387005649717514,910,301,1,7.14,3,219.7,0.67,125609,2483.33,2,0,30.0,153.0,327.0,0.0,0.0,73.0,459.0,-0.41
3514,147801,5.8668611111111115,6.088498116760828,910,301,1,5.98,5,62.0,0.18,84500,4100.0,3,0,32.0,164.0,249.0,6.0,15.0,32.0,511.0,-0.22
3515,147804,7.733555555555555,8.074053672316385,910,301,0,7.96,5,58.8,0.47,111100,368.0,1,0,30.0,163.0,445.0,0.0,0.0,0.0,489.0,-0.34
3516,147806,6.808194444444444,6.803328625235405,910,301,1,6.78,5,186.4,0.55,95600,7500.0,3,0,30.0,166.0,277.0,2.0,6.0,19.0,502.0,0.0
3517,147807,8.075166666666666,8.849133709981167,910,301,0,8.44,5,80.6,0.64,114000,-3512.0,1,0,30.0,150.0,230.0,8.0,30.0,34.0,481.0,-0.77
3518,147810,7.094538829151733,7.231768422331572,910,301,0,7.15,7,73.1,0.36,100800,12815.71,3,0,30.0,185.0,445.0,7.0,33.0,73.0,561.0,-0.14
3519,147814,9.44457037037037,9.473586206753005,1014,153,0,9.33,8,122.5,0.9,104736,-2638.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03
3520,147816,7.384373015873016,7.180524055928657,1143,74,1,7.24,5,108.4,0.69,101900,1116.6,1,0,29.0,105.0,126.0,1.0,12.0,24.0,324.0,0.2
3521,147817,8.09431746031746,7.426600976182613,1143,74,0,7.62,5,28.6,0.38,103790,-2776.4,1,0,14.0,49.0,153.0,5.0,21.0,62.0,168.0,0.67
3522,147820,7.553373015873016,7.105735623325626,1143,74,0,7.29,7,62.7,0.39,101680,6026.86,3,0,28.0,74.0,83.0,9.0,22.0,26.0,243.0,0.45
3523,147821,5.973638888888889,6.374051341333628,1143,74,1,6.34,6,137.5,0.44,89900,2598.83,2,0,21.0,68.0,114.0,4.0,25.0,44.0,232.0,-0.4
3524,147822,6.576666666666667,6.29017501017501,896,225,1,6.4,7,76.7,0.32,74118,2505.71,4,0,25.0,81.0,160.0,10.0,26.0,52.0,262.0,0.29
3525,147823,9.896964285714287,9.148333333333333,1181,157,0,9.53,5,109.8,0.92,108130,-1424.0,1,0,17.0,44.0,91.0,0.0,2.0,7.0,134.0,0.75
3526,147826,7.535087719298246,7.535087719298246,904,175,0,7.54,1,28.0,0.45,94600,8700.0,1,0,0.0,6.0,131.0,0.0,4.0,101.0,23.0,0.0
3527,147828,5.8973611111111115,6.226996233521657,910,301,1,6.05,5,74.0,0.21,85700,1214.0,2,0,30.0,153.0,230.0,4.0,17.0,35.0,474.0,-0.33
3528,147829,7.312611111111111,7.118611111111111,1035,214,0,7.05,6,67.8,0.29,112810,-1085.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
3529,147830,6.637344632768361,6.110546594982079,986,213,1,6.37,5,89.0,0.32,86053,4221.4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53
3530,147831,8.724940476190476,7.940625000000001,834,364,0,8.28,6,73.0,0.62,94465,-814.67,1,0,24.0,62.0,129.0,6.0,18.0,35.0,195.0,0.78
3531,147832,6.066291666666666,5.771378205128205,896,225,1,5.88,5,24.4,0.13,67550,-1372.0,1,0,20.0,30.0,75.0,7.0,10.0,32.0,102.0,0.29
3532,147840,8.48034523809524,7.977876984126984,899,140,0,8.12,6,49.2,0.51,92880,-361.33,1,0,0.0,27.0,27.0,0.0,2.0,2.0,81.0,0.5
3533,147841,9.318055555555555,7.9655698005698,1072,204,0,8.77,8,117.5,0.7,90500,-3821.62,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35
3534,147842,5.830940860215054,5.595388291517324,896,225,1,5.67,8,55.5,0.35,69700,12.5,3,0,4.0,14.0,48.0,1.0,3.0,13.0,42.0,0.24
3535,147844,8.485277777777776,8.509626490897677,1175,71,0,8.49,7,99.0,0.6,97990,2091.43,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02
3536,147845,6.738227513227514,6.627979711793706,834,364,1,6.54,9,119.4,0.47,74520,755.56,4,0,29.0,93.0,177.0,0.0,0.0,32.0,279.0,0.11
3537,147846,5.9875,5.814925328554362,1174,109,0,5.88,8,5.4,0.05,104610,3225.5,5,4,60.0,355.0,635.0,0.0,4.0,57.0,1061.0,0.17
3538,147855,5.377537037037037,5.191685185185185,1174,109,1,5.29,8,26.4,0.11,94150,2488.5,5,6,20.0,105.0,268.0,3.0,7.0,83.0,323.0,0.19
3539,147856,6.4225,6.249138888888889,1174,109,1,6.37,5,80.8,0.48,115200,2337.6,3,2,13.0,29.0,183.0,3.0,4.0,45.0,92.0,0.17
3540,147861,5.836444444444443,5.523777777777777,1174,109,1,5.7,7,69.7,0.31,99700,2792.0,3,2,23.0,98.0,300.0,0.0,0.0,22.0,294.0,0.31
3541,147862,6.002425925925927,5.8656296296296295,1174,109,1,6.0,8,107.4,0.48,104640,1218.62,3,7,30.0,117.0,229.0,15.0,41.0,99.0,395.0,0.14
3542,147865,5.840314814814815,5.75661111111111,1174,109,1,5.8,8,86.0,0.37,100346,2338.62,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
3543,147866,5.668037037037037,5.550185185185185,1174,109,1,5.62,8,66.1,0.27,101100,2339.38,6,7,33.0,175.0,264.0,19.0,67.0,97.0,594.0,0.12
3544,147868,6.208555555555556,6.196472222222223,1174,109,1,6.2,4,70.0,0.47,111948,2317.25,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
3545,147871,6.443333333333333,6.0930277777777775,1174,109,1,6.3,6,97.7,0.44,112520,5525.0,3,1,17.0,55.0,139.0,7.0,31.0,79.0,195.0,0.35
3546,147872,5.998037037037037,5.944222222222223,1174,109,1,5.99,8,101.9,0.44,107154,5374.0,5,6,31.0,174.0,346.0,21.0,89.0,166.0,567.0,0.05
3547,147874,7.3180555555555555,6.919277777777777,1174,109,1,7.02,6,175.5,0.73,124480,3128.33,1,4,18.0,52.0,163.0,5.0,7.0,37.0,163.0,0.4
3548,147876,6.989444444444445,6.9151388888888885,1174,109,1,6.91,6,166.3,0.72,117555,4508.33,2,6,22.0,78.0,186.0,10.0,27.0,84.0,251.0,0.07
3549,147878,6.0791666666666675,6.033111111111111,1174,109,1,6.03,6,76.7,0.33,104922,4065.0,2,6,28.0,110.0,192.0,24.0,87.0,157.0,445.0,0.05
3550,147884,6.958996415770609,6.189314814814814,1012,138,1,6.53,7,15.1,0.35,72190,5242.57,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77
3551,147888,7.3089814814814815,6.8140370370370364,1174,109,0,7.4,8,90.8,0.47,123250,-2720.5,4,3,22.0,110.0,136.0,13.0,64.0,78.0,407.0,0.49
3552,147894,7.07116402116402,7.2616413687764165,10,194,0,7.24,7,47.3,0.28,86870,2797.14,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19
3553,147900,9.778859259259258,8.831021505376343,1164,114,1,9.07,9,164.2,0.95,96690,2060.11,3,0,1.0,3.0,3.0,0.0,0.0,0.0,8.0,0.95
3554,147902,11.3124,9.582083333333333,1164,114,1,10.19,5,185.8,0.99,103615,3070.6,1,0,4.0,6.0,6.0,0.0,0.0,0.0,18.0,1.73
3555,147906,6.6318941798941795,6.438194444444445,961,154,1,6.57,7,110.1,0.52,74470,277.86,1,0,18.0,46.0,103.0,5.0,10.0,45.0,149.0,0.19
3556,147907,6.199027777777777,6.2411111111111115,1157,447,1,6.24,5,83.4,0.39,32590,2446.0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04
3557,147912,6.3678858551384145,6.387096774193548,832,80,0,6.37,6,10.0,0.07,109410,1515.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02
3558,147914,8.60162457912458,8.914795101553166,1140,167,0,8.67,7,141.0,0.86,99390,-2540.14,0,0,6.0,6.0,62.0,0.0,0.0,3.0,17.0,-0.31
3559,147916,6.772159447583177,6.61521159382644,1204,158,1,6.74,8,163.4,0.71,116590,1806.25,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
3560,147918,7.002878787878788,7.208382254258935,1204,158,0,7.15,8,54.1,0.36,123090,3003.75,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21
3561,147920,7.3033501683501685,7.2399810593761496,1204,158,0,7.32,8,70.0,0.44,126320,2967.5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
3562,148087,7.7244,7.565957671957672,1014,153,0,7.56,8,93.8,0.47,79550,-206.62,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
3563,148092,7.330823643410852,7.5162392473118285,1140,167,0,7.5,6,54.2,0.57,93342,9842.83,4,0,44.0,233.0,493.0,7.0,29.0,94.0,714.0,-0.19
3564,148094,8.032787174066243,8.931541218637992,1140,167,0,8.53,6,133.0,0.86,106903,-217.67,1,0,28.0,129.0,291.0,0.0,0.0,8.0,387.0,-0.9
3565,148101,6.170956989247312,6.302875149342891,1143,74,0,6.48,9,32.1,0.18,90930,-2418.78,1,0,19.0,68.0,141.0,0.0,7.0,16.0,199.0,-0.13
3566,148102,6.741944444444445,5.839012006512007,896,225,1,6.23,7,68.9,0.26,70730,4344.29,4,2,24.0,48.0,108.0,13.0,23.0,44.0,166.0,0.9
3567,148107,5.729408493427705,6.022768817204302,915,191,1,5.89,5,16.8,0.26,74500,659.6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29
3568,148115,9.601301587301586,8.226968594465758,1181,157,1,8.96,9,211.9,0.97,81122,-6196.78,0,0,28.0,80.0,144.0,15.0,44.0,82.0,290.0,1.37
3569,148116,6.9006944444444445,6.52430753968254,1211,115,1,6.62,10,80.6,0.46,73150,3989.0,4,0,0.0,27.0,44.0,0.0,24.0,37.0,105.0,0.38
3570,148117,7.881034722222222,8.149484644877777,1211,115,0,7.99,7,83.9,0.65,83250,-471.43,0,0,0.0,6.0,28.0,0.0,2.0,14.0,20.0,-0.27
3571,148120,6.518300157666535,6.381395459976105,1140,167,1,6.41,7,129.6,0.58,83091,4628.29,5,0,11.0,44.0,94.0,0.0,9.0,21.0,120.0,0.14
3572,148121,8.040160366552119,7.888916666666667,1073,167,1,7.96,4,287.0,0.93,138250,-607.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
3573,148122,10.234583333333333,9.411353719402548,904,175,0,9.36,6,216.7,0.87,111680,3188.67,3,0,0.0,0.0,54.0,0.0,0.0,14.0,0.0,0.82
3574,148125,6.748411306042885,6.275627240143368,904,175,0,6.46,9,24.4,0.14,86588,4366.0,6,0,0.0,0.0,26.0,0.0,0.0,11.0,0.0,0.47
3575,148127,8.545833333333333,8.148412698412699,834,364,1,8.35,2,169.5,0.87,89850,-7360.0,0,0,25.0,64.0,132.0,4.0,7.0,27.0,200.0,0.4
3576,148143,6.333333333333333,6.333333333333333,936,225,1,6.33,1,3.0,0.08,76000,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3577,148145,6.0361666666666665,6.59135593220339,910,301,1,6.3,5,107.0,0.31,84700,510.0,2,0,31.0,166.0,410.0,2.0,5.0,11.0,503.0,-0.56
3578,148146,6.706278375149343,6.6132843286151095,1175,71,0,6.69,9,31.0,0.14,116430,-1568.89,1,0,0.0,41.0,46.0,0.0,25.0,27.0,148.0,0.09
3579,148148,7.436745472837022,7.063329710144927,936,225,0,7.38,11,22.8,0.2,84600,5909.09,8,0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.37
3580,148150,6.961538461538462,7.175141242937853,1042,167,1,7.14,3,96.7,0.59,108600,-7766.67,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21
3581,148152,10.274166666666666,8.340486409155938,1042,167,0,9.13,3,165.3,0.81,113800,-933.33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.93
3582,148156,6.287166666666667,6.28175,974,129,1,6.31,5,66.2,0.54,88865,-40.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
3583,148160,6.900591397849462,6.723118279569892,1149,159,1,6.86,5,55.0,0.54,80748,-5414.4,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.18
