,race_id,meet_date,course_id,distance,gender,racers_in_race,racers_w_prs,percent_prs
967,967,2018-10-24,1129,300,b,11,7.0,63.63636363636363
968,968,2018-10-24,1129,300,g,8,6.0,75.0
969,969,2018-10-24,1130,200,b,27,19.0,70.37037037037037
970,970,2018-10-24,1130,200,g,5,5.0,100.0
971,971,2018-10-24,1416,200,b,43,33.0,76.74418604651163
972,972,2018-10-24,1416,200,g,28,20.0,71.42857142857143
973,973,2018-10-24,1475,300,b,35,20.0,57.14285714285714
974,974,2018-10-24,1475,300,g,29,20.0,68.96551724137932
975,975,2018-10-24,1568,200,b,15,10.0,66.66666666666666
976,976,2018-10-24,1568,200,g,19,14.0,73.68421052631578
977,977,2018-10-24,1569,300,b,16,10.0,62.5
978,978,2018-10-24,1569,300,g,14,8.0,57.14285714285714
979,979,2018-10-24,1582,310,b,9,2.0,22.22222222222222
980,980,2018-10-24,1582,310,g,7,3.0,42.857142857142854
981,981,2018-10-24,1604,200,b,29,17.0,58.620689655172406
982,982,2018-10-24,1604,200,g,6,4.0,66.66666666666666
983,983,2018-10-24,1615,300,b,7,0.0,0.0
984,984,2018-10-24,1615,300,g,7,0.0,0.0
985,985,2018-10-24,1750,200,b,12,0.0,0.0
986,986,2018-10-24,1750,200,g,2,0.0,0.0
987,987,2018-10-24,1751,300,b,6,0.0,0.0
988,988,2018-10-24,1751,300,g,1,0.0,0.0
989,989,2018-10-24,1756,310,b,6,4.0,66.66666666666666
990,990,2018-10-24,1756,310,g,7,1.0,14.285714285714285
991,991,2018-10-24,1765,300,b,10,0.0,0.0
992,992,2018-10-24,1765,300,g,1,0.0,0.0
993,993,2018-10-25,1,210,b,163,120.0,73.61963190184049
994,994,2018-10-25,1,210,g,131,80.0,61.06870229007634
995,995,2018-10-25,167,300,b,21,7.0,33.33333333333333
996,996,2018-10-25,167,300,g,19,3.0,15.789473684210526
997,997,2018-10-25,223,200,b,11,11.0,100.0
998,998,2018-10-25,223,200,g,10,7.0,70.0
999,999,2018-10-25,224,310,b,18,10.0,55.55555555555556
1000,1000,2018-10-25,224,310,g,4,4.0,100.0
1001,1001,2018-10-25,427,310,b,41,16.0,39.02439024390244
1002,1002,2018-10-25,427,310,g,21,11.0,52.38095238095239
1003,1003,2018-10-25,459,186,b,41,23.0,56.09756097560976
1004,1004,2018-10-25,459,186,g,40,22.0,55.00000000000001
1005,1005,2018-10-25,461,200,b,12,0.0,0.0
1006,1006,2018-10-25,461,200,g,5,0.0,0.0
1007,1007,2018-10-25,551,275,g,7,4.0,57.14285714285714
1008,1008,2018-10-25,591,310,b,58,6.0,10.344827586206897
1009,1009,2018-10-25,591,310,g,38,3.0,7.894736842105263
1010,1010,2018-10-25,592,200,b,55,0.0,0.0
1011,1011,2018-10-25,592,200,g,32,0.0,0.0
1012,1012,2018-10-25,629,310,b,10,0.0,0.0
1013,1013,2018-10-25,629,310,g,6,0.0,0.0
1014,1014,2018-10-25,655,300,b,30,6.0,20.0
1015,1015,2018-10-25,655,300,g,8,1.0,12.5
1016,1016,2018-10-25,976,300,b,9,5.0,55.55555555555556
1017,1017,2018-10-25,976,300,g,7,3.0,42.857142857142854
1018,1018,2018-10-25,1082,200,b,26,16.0,61.53846153846154
1019,1019,2018-10-25,1082,200,g,6,2.0,33.33333333333333
1020,1020,2018-10-25,1514,310,g,36,22.0,61.111111111111114
1021,1021,2018-10-25,1610,110,g,7,4.0,57.14285714285714
1022,1022,2018-10-25,1616,300,b,72,0.0,0.0
1023,1023,2018-10-25,1616,300,g,48,0.0,0.0
1024,1024,2018-10-25,1617,300,b,38,0.0,0.0
1025,1025,2018-10-25,1617,300,g,34,0.0,0.0
1026,1026,2018-10-25,1697,310,b,7,7.0,100.0
1027,1027,2018-10-25,1697,310,g,6,2.0,33.33333333333333
1028,1028,2018-10-26,59,300,b,281,88.0,31.316725978647685
1029,1029,2018-10-26,59,300,g,197,51.0,25.888324873096447
1030,1030,2018-10-26,358,310,b,7,4.0,57.14285714285714
1031,1031,2018-10-26,358,310,g,7,6.0,85.71428571428571
1032,1032,2018-10-26,555,310,b,88,41.0,46.590909090909086
1033,1033,2018-10-26,556,254,g,54,23.0,42.592592592592595
1034,1034,2018-10-26,655,300,b,72,25.0,34.72222222222222
1035,1035,2018-10-26,655,300,g,54,10.0,18.51851851851852
1036,1036,2018-10-26,853,300,b,58,8.0,13.793103448275861
1037,1037,2018-10-26,853,300,g,38,1.0,2.631578947368421
1038,1038,2018-10-26,906,310,b,41,34.0,82.92682926829268
1039,1039,2018-10-26,906,310,g,39,23.0,58.97435897435898
1040,1040,2018-10-26,975,190,b,75,28.0,37.333333333333336
1041,1041,2018-10-26,975,190,g,76,23.0,30.263157894736842
1042,1042,2018-10-26,1132,301,b,170,112.0,65.88235294117646
1043,1043,2018-10-26,1132,301,g,118,89.0,75.42372881355932
1044,1044,2018-10-26,1663,275,g,1,0.0,0.0
1045,1045,2018-10-26,1664,300,g,7,0.0,0.0
1046,1046,2018-10-27,8,300,b,21,13.0,61.904761904761905
1047,1047,2018-10-27,8,300,g,17,9.0,52.94117647058824
1048,1048,2018-10-27,101,304,b,47,17.0,36.17021276595745
1049,1049,2018-10-27,102,210,b,99,71.0,71.71717171717171
1050,1050,2018-10-27,102,210,g,57,19.0,33.33333333333333
1051,1051,2018-10-27,158,230,b,19,7.0,36.84210526315789
1052,1052,2018-10-27,158,230,g,7,3.0,42.857142857142854
1053,1053,2018-10-27,160,310,b,19,10.0,52.63157894736842
1054,1054,2018-10-27,160,310,g,16,6.0,37.5
1055,1055,2018-10-27,235,300,b,10,5.0,50.0
1056,1056,2018-10-27,235,300,g,33,5.0,15.151515151515152
1057,1057,2018-10-27,317,300,b,55,13.0,23.636363636363637
1058,1058,2018-10-27,317,300,g,49,10.0,20.408163265306122
1059,1059,2018-10-27,773,310,b,7,2.0,28.57142857142857
1060,1060,2018-10-27,773,310,g,8,0.0,0.0
1061,1061,2018-10-27,1002,300,b,74,30.0,40.54054054054054
1062,1062,2018-10-27,1002,300,g,49,10.0,20.408163265306122
1063,1063,2018-10-27,1110,310,b,7,4.0,57.14285714285714
1064,1064,2018-10-27,1110,310,g,7,5.0,71.42857142857143
1065,1065,2018-10-27,1332,310,g,11,4.0,36.36363636363637
1066,1066,2018-10-27,1337,200,b,45,17.0,37.77777777777778
1067,1067,2018-10-27,1337,200,g,22,1.0,4.545454545454546
1068,1068,2018-10-27,1539,300,b,14,8.0,57.14285714285714
1069,1069,2018-10-27,1539,300,g,14,8.0,57.14285714285714
1070,1070,2018-10-27,1618,287,g,56,0.0,0.0
1071,1071,2018-10-27,1643,300,b,7,0.0,0.0
1072,1072,2018-10-27,1643,300,g,7,0.0,0.0
1073,1073,2018-10-27,1653,310,b,7,4.0,57.14285714285714
1074,1074,2018-10-27,1653,310,g,7,5.0,71.42857142857143
1075,1075,2018-10-27,1683,310,b,19,0.0,0.0
1076,1076,2018-10-27,1683,310,g,9,0.0,0.0
1077,1077,2018-10-28,1514,310,g,7,0.0,0.0
1078,1078,2018-10-29,5,295,b,43,18.0,41.86046511627907
1079,1079,2018-10-29,5,295,g,25,11.0,44.0
1080,1080,2018-10-29,47,300,b,22,7.0,31.818181818181817
1081,1081,2018-10-29,47,300,g,9,2.0,22.22222222222222
1082,1082,2018-10-30,5,295,b,348,172.0,49.42528735632184
1083,1083,2018-10-30,5,295,g,184,55.0,29.891304347826086
1084,1084,2018-10-30,47,300,b,66,9.0,13.636363636363635
1085,1085,2018-10-30,47,300,g,24,3.0,12.5
1086,1086,2018-10-30,222,300,b,30,17.0,56.666666666666664
1087,1087,2018-10-30,222,300,g,6,3.0,50.0
1088,1088,2018-10-30,366,300,b,146,78.0,53.42465753424658
1089,1089,2018-10-30,366,300,g,126,75.0,59.523809523809526
1090,1090,2018-10-30,382,300,b,35,13.0,37.142857142857146
1091,1091,2018-10-30,382,300,g,17,3.0,17.647058823529413
1092,1092,2018-10-30,1018,300,b,159,54.0,33.9622641509434
1093,1093,2018-10-30,1018,300,g,99,22.0,22.22222222222222
1094,1094,2018-10-30,1475,300,b,35,8.0,22.857142857142858
1095,1095,2018-10-30,1475,300,g,31,8.0,25.806451612903224
1096,1096,2018-10-30,1562,295,b,104,75.0,72.11538461538461
1097,1097,2018-10-30,1562,295,g,68,51.0,75.0
1098,1098,2018-10-30,1635,300,b,23,13.0,56.52173913043478
1099,1099,2018-10-30,1635,300,g,19,12.0,63.1578947368421
1100,1100,2018-10-31,5,295,b,362,150.0,41.43646408839779
1101,1101,2018-10-31,5,295,g,134,33.0,24.62686567164179
1102,1102,2018-10-31,119,300,b,90,30.0,33.33333333333333
1103,1103,2018-10-31,119,300,g,71,16.0,22.535211267605636
1104,1104,2018-10-31,132,300,b,22,12.0,54.54545454545454
1105,1105,2018-10-31,132,300,g,20,5.0,25.0
1106,1106,2018-10-31,133,200,b,54,38.0,70.37037037037037
1107,1107,2018-10-31,133,200,g,14,10.0,71.42857142857143
1108,1108,2018-10-31,184,300,b,38,9.0,23.684210526315788
1109,1109,2018-10-31,184,300,g,9,1.0,11.11111111111111
1110,1110,2018-10-31,194,300,b,154,58.0,37.66233766233766
1111,1111,2018-10-31,194,300,g,61,18.0,29.508196721311474
1112,1112,2018-10-31,215,300,b,16,11.0,68.75
1113,1113,2018-10-31,215,300,g,46,12.0,26.08695652173913
1114,1114,2018-10-31,255,300,b,29,9.0,31.03448275862069
1115,1115,2018-10-31,255,300,g,18,7.0,38.88888888888889
1116,1116,2018-10-31,320,200,b,14,2.0,14.285714285714285
1117,1117,2018-10-31,320,200,g,10,0.0,0.0
1118,1118,2018-10-31,437,305,b,54,11.0,20.37037037037037
1119,1119,2018-10-31,437,305,g,25,3.0,12.0
1120,1120,2018-10-31,1018,300,b,127,38.0,29.92125984251969
1121,1121,2018-10-31,1018,300,g,100,21.0,21.0
1122,1122,2018-10-31,1030,310,b,31,5.0,16.129032258064516
1123,1123,2018-10-31,1031,250,g,8,1.0,12.5
1124,1124,2018-10-31,1454,300,b,94,47.0,50.0
1125,1125,2018-10-31,1454,300,g,60,21.0,35.0
1126,1126,2018-10-31,1652,300,b,33,0.0,0.0
1127,1127,2018-10-31,1652,300,g,23,0.0,0.0
1128,1128,2018-10-31,1756,310,g,6,0.0,0.0
1129,1129,2018-11-01,173,300,b,118,62.0,52.54237288135594
1130,1130,2018-11-01,173,300,g,97,42.0,43.29896907216495
1131,1131,2018-11-01,191,300,b,29,8.0,27.586206896551722
1132,1132,2018-11-01,191,300,g,19,4.0,21.052631578947366
1133,1133,2018-11-01,198,300,b,12,7.0,58.333333333333336
1134,1134,2018-11-01,198,300,g,14,5.0,35.714285714285715
1135,1135,2018-11-01,218,300,b,36,18.0,50.0
1136,1136,2018-11-01,218,300,g,17,9.0,52.94117647058824
1137,1137,2018-11-01,220,300,b,90,28.0,31.11111111111111
1138,1138,2018-11-01,220,300,g,77,17.0,22.07792207792208
1139,1139,2018-11-01,565,300,b,28,12.0,42.857142857142854
1140,1140,2018-11-01,565,300,g,14,5.0,35.714285714285715
1141,1141,2018-11-01,596,300,b,178,56.0,31.46067415730337
1142,1142,2018-11-01,596,300,g,143,37.0,25.874125874125873
1143,1143,2018-11-01,906,310,b,15,0.0,0.0
1144,1144,2018-11-01,906,310,g,16,0.0,0.0
1145,1145,2018-11-01,976,300,b,7,2.0,28.57142857142857
1146,1146,2018-11-01,976,300,g,6,4.0,66.66666666666666
1147,1147,2018-11-01,1082,200,b,30,18.0,60.0
1148,1148,2018-11-01,1082,200,g,6,2.0,33.33333333333333
1149,1149,2018-11-01,1119,300,b,32,0.0,0.0
1150,1150,2018-11-01,1119,300,g,24,0.0,0.0
1151,1151,2018-11-02,5,295,b,48,18.0,37.5
1152,1152,2018-11-02,5,295,g,26,6.0,23.076923076923077
1153,1153,2018-11-02,551,275,g,7,2.0,28.57142857142857
1154,1154,2018-11-02,637,310,b,68,31.0,45.588235294117645
1155,1155,2018-11-02,637,310,g,44,24.0,54.54545454545454
1156,1156,2018-11-02,655,300,b,68,25.0,36.76470588235294
1157,1157,2018-11-02,655,300,g,26,5.0,19.230769230769234
1158,1158,2018-11-02,857,310,b,38,0.0,0.0
1159,1159,2018-11-02,858,240,g,38,0.0,0.0
1160,1160,2018-11-02,977,310,b,22,2.0,9.090909090909092
1161,1161,2018-11-02,1132,301,b,39,10.0,25.64102564102564
1162,1162,2018-11-02,1132,301,g,34,11.0,32.35294117647059
1163,1163,2018-11-02,1616,300,b,37,7.0,18.91891891891892
1164,1164,2018-11-02,1616,300,g,26,8.0,30.76923076923077
1165,1165,2018-11-02,1620,310,b,26,0.0,0.0
1166,1166,2018-11-02,1620,310,g,22,0.0,0.0
1167,1167,2018-11-02,1621,120,g,10,0.0,0.0
1168,1168,2018-11-02,1622,200,g,10,0.0,0.0
1169,1169,2018-11-02,1709,310,b,1,0.0,0.0
1170,1170,2018-11-02,1709,310,g,1,0.0,0.0
1171,1171,2018-11-03,5,295,b,192,36.0,18.75
1172,1172,2018-11-03,5,295,g,108,14.0,12.962962962962962
1173,1173,2018-11-03,99,300,b,238,40.0,16.80672268907563
1174,1174,2018-11-03,99,300,g,167,17.0,10.179640718562874
1175,1175,2018-11-03,100,200,b,298,44.0,14.76510067114094
1176,1176,2018-11-03,100,200,g,165,23.0,13.939393939393941
1177,1177,2018-11-03,123,200,b,112,65.0,58.03571428571429
1178,1178,2018-11-03,123,200,g,66,31.0,46.96969696969697
1179,1179,2018-11-03,147,300,b,20,7.0,35.0
1180,1180,2018-11-03,147,300,g,22,7.0,31.818181818181817
1181,1181,2018-11-03,337,310,b,239,0.0,0.0
1182,1182,2018-11-03,337,310,g,137,0.0,0.0
1183,1183,2018-11-03,360,310,b,1,0.0,0.0
1184,1184,2018-11-03,360,310,g,7,0.0,0.0
1185,1185,2018-11-03,1338,300,b,28,7.0,25.0
1186,1186,2018-11-03,1338,300,g,22,8.0,36.36363636363637
1187,1187,2018-11-03,1360,310,g,7,5.0,71.42857142857143
1188,1188,2018-11-03,1484,300,b,8,0.0,0.0
1189,1189,2018-11-03,1484,300,g,9,7.0,77.77777777777779
1190,1190,2018-11-03,1511,200,g,6,3.0,50.0
1191,1191,2018-11-03,1512,310,g,22,14.0,63.63636363636363
1192,1192,2018-11-03,1524,200,b,25,0.0,0.0
1193,1193,2018-11-03,1524,200,g,17,0.0,0.0
1194,1194,2018-11-03,1645,310,b,10,4.0,40.0
1195,1195,2018-11-03,1645,310,g,7,3.0,42.857142857142854
1196,1196,2018-11-03,1698,310,b,1,0.0,0.0
1197,1197,2018-11-03,1698,310,g,6,0.0,0.0
1198,1198,2018-11-06,9,310,b,14,7.0,50.0
1199,1199,2018-11-06,9,310,g,16,5.0,31.25
1200,1200,2018-11-06,134,210,b,2,0.0,0.0
1201,1201,2018-11-06,134,210,g,9,2.0,22.22222222222222
1202,1202,2018-11-06,709,260,b,41,22.0,53.65853658536586
1203,1203,2018-11-06,709,260,g,17,11.0,64.70588235294117
1204,1204,2018-11-07,68,310,b,25,11.0,44.0
1205,1205,2018-11-07,68,310,g,11,5.0,45.45454545454545
1206,1206,2018-11-07,813,300,b,20,13.0,65.0
1207,1207,2018-11-07,813,300,g,17,12.0,70.58823529411765
1208,1208,2018-11-07,1030,310,b,42,21.0,50.0
1209,1209,2018-11-07,1030,310,g,6,4.0,66.66666666666666
1210,1210,2018-11-07,1031,250,g,9,4.0,44.44444444444444
1211,1211,2018-11-07,1159,310,b,30,10.0,33.33333333333333
1212,1212,2018-11-07,1159,310,g,27,5.0,18.51851851851852
1213,1213,2018-11-07,1544,300,b,16,4.0,25.0
1214,1214,2018-11-07,1544,300,g,11,5.0,45.45454545454545
1215,1215,2018-11-07,1623,300,b,39,0.0,0.0
1216,1216,2018-11-07,1623,300,g,37,0.0,0.0
1217,1217,2018-11-08,9,310,b,23,9.0,39.130434782608695
1218,1218,2018-11-08,9,310,g,15,5.0,33.33333333333333
1219,1219,2018-11-08,581,300,b,43,8.0,18.6046511627907
1220,1220,2018-11-08,581,300,g,30,7.0,23.333333333333332
1221,1221,2018-11-09,9,310,b,16,3.0,18.75
1222,1222,2018-11-09,9,310,g,23,9.0,39.130434782608695
1223,1223,2018-11-09,309,310,b,95,51.0,53.68421052631579
1224,1224,2018-11-09,310,250,g,63,31.0,49.2063492063492
1225,1225,2018-11-09,1119,300,b,143,28.0,19.58041958041958
1226,1226,2018-11-09,1119,300,g,133,30.0,22.55639097744361
1227,1227,2018-11-10,316,310,b,67,23.0,34.32835820895522
1228,1228,2018-11-10,316,310,g,65,26.0,40.0
1229,1229,2018-11-10,784,310,g,2,1.0,50.0
1230,1230,2018-11-10,1119,300,b,183,71.0,38.79781420765027
1231,1231,2018-11-10,1119,300,g,189,64.0,33.86243386243386
1232,1232,2018-11-10,1128,310,b,8,1.0,12.5
1233,1233,2018-11-10,1128,310,g,1,0.0,0.0
1234,1234,2018-11-10,1517,310,g,7,4.0,57.14285714285714
1235,1235,2018-11-10,1708,310,g,1,1.0,100.0
1236,1236,2018-11-11,776,310,b,47,14.0,29.78723404255319
1237,1237,2018-11-11,776,310,g,39,5.0,12.82051282051282
1238,1238,2018-11-15,9,310,b,61,29.0,47.540983606557376
1239,1239,2018-11-15,9,310,g,63,25.0,39.682539682539684
1240,1240,2018-11-17,101,304,b,81,38.0,46.913580246913575
1241,1241,2018-11-17,101,304,g,67,9.0,13.432835820895523
1242,1242,2018-11-17,988,310,b,7,0.0,0.0
1243,1243,2018-11-17,988,310,g,7,0.0,0.0
1244,1244,2018-11-17,1119,300,b,267,164.0,61.42322097378277
1245,1245,2018-11-17,1119,300,g,282,154.0,54.60992907801418
1246,1246,2018-11-17,1474,296,b,68,29.0,42.64705882352941
1247,1247,2018-11-17,1474,296,g,68,13.0,19.11764705882353
1248,1248,2018-11-18,8,300,b,137,53.0,38.68613138686132
1249,1249,2018-11-18,8,300,g,128,47.0,36.71875
1250,1250,2018-11-20,1338,300,b,81,34.0,41.9753086419753
1251,1251,2018-11-20,1338,300,g,47,16.0,34.04255319148936
1252,1252,2018-11-24,9,310,b,296,136.0,45.94594594594595
1253,1253,2018-11-24,9,310,g,326,118.0,36.19631901840491
1254,1254,2018-11-24,957,310,b,7,0.0,0.0
1255,1255,2018-11-24,1181,310,b,6,4.0,66.66666666666666
1256,1256,2018-11-24,1181,310,g,1,0.0,0.0
1257,1257,2018-12-01,84,310,b,13,2.0,15.384615384615385
1258,1258,2018-12-01,84,310,g,5,0.0,0.0
1259,1259,2018-12-01,1006,310,b,14,3.0,21.428571428571427
1260,1260,2018-12-01,1006,310,g,7,4.0,57.14285714285714
1261,1261,2018-12-08,1584,310,b,1,0.0,0.0
1262,1262,2018-12-08,1584,310,g,1,0.0,0.0
